hart,time
347,2023-01-29 11:24:29.312436
350,2023-01-29 11:24:29.312863
352,2023-01-29 11:24:29.313413
352,2023-01-29 11:24:29.313889
349,2023-01-29 11:24:29.314293
353,2023-01-29 11:24:29.314728
356,2023-01-29 11:24:29.315506
356,2023-01-29 11:24:29.316177
355,2023-01-29 11:24:29.316699
357,2023-01-29 11:24:29.317097
357,2023-01-29 11:24:29.317904
354,2023-01-29 11:24:29.318276
354,2023-01-29 11:24:29.384587
358,2023-01-29 11:24:29.385747
358,2023-01-29 11:24:29.386384
354,2023-01-29 11:24:29.386722
354,2023-01-29 11:24:29.387087
358,2023-01-29 11:24:29.387875
358,2023-01-29 11:24:29.388293
354,2023-01-29 11:24:29.388790
354,2023-01-29 11:24:29.389236
355,2023-01-29 11:24:29.390360
354,2023-01-29 11:24:29.390513
352,2023-01-29 11:24:29.390756
354,2023-01-29 11:24:29.391347
356,2023-01-29 11:24:29.391624
355,2023-01-29 11:24:29.448227
353,2023-01-29 11:24:29.448767
354,2023-01-29 11:24:29.449534
354,2023-01-29 11:24:29.449910
352,2023-01-29 11:24:29.450378
351,2023-01-29 11:24:29.450922
354,2023-01-29 11:24:29.451819
355,2023-01-29 11:24:29.452521
352,2023-01-29 11:24:29.453028
351,2023-01-29 11:24:29.453784
354,2023-01-29 11:24:29.453996
355,2023-01-29 11:24:29.454307
356,2023-01-29 11:24:29.510577
356,2023-01-29 11:24:29.511632
358,2023-01-29 11:24:29.512164
357,2023-01-29 11:24:29.512690
357,2023-01-29 11:24:29.513236
365,2023-01-29 11:24:29.514053
379,2023-01-29 11:24:29.514462
379,2023-01-29 11:24:29.514660
370,2023-01-29 11:24:29.515335
366,2023-01-29 11:24:29.516798
366,2023-01-29 11:24:29.517289
362,2023-01-29 11:24:29.518066
354,2023-01-29 11:24:29.576569
350,2023-01-29 11:24:29.577676
348,2023-01-29 11:24:29.578316
345,2023-01-29 11:24:29.579089
344,2023-01-29 11:24:29.579947
345,2023-01-29 11:24:29.580225
345,2023-01-29 11:24:29.580736
342,2023-01-29 11:24:29.581220
341,2023-01-29 11:24:29.582564
344,2023-01-29 11:24:29.583065
345,2023-01-29 11:24:29.583859
342,2023-01-29 11:24:29.584916
342,2023-01-29 11:24:29.586513
351,2023-01-29 11:24:29.587040
362,2023-01-29 11:24:29.652764
335,2023-01-29 11:24:29.654926
300,2023-01-29 11:24:29.655589
334,2023-01-29 11:24:29.658518
482,2023-01-29 11:24:29.659091
538,2023-01-29 11:24:29.659859
453,2023-01-29 11:24:29.660183
355,2023-01-29 11:24:29.660762
265,2023-01-29 11:24:29.661528
219,2023-01-29 11:24:29.662304
262,2023-01-29 11:24:29.662936
313,2023-01-29 11:24:29.663761
310,2023-01-29 11:24:29.664984
297,2023-01-29 11:24:29.665873
311,2023-01-29 11:24:29.666609
323,2023-01-29 11:24:29.740280
320,2023-01-29 11:24:29.741868
317,2023-01-29 11:24:29.742770
320,2023-01-29 11:24:29.743436
324,2023-01-29 11:24:29.744869
324,2023-01-29 11:24:29.745659
323,2023-01-29 11:24:29.746659
326,2023-01-29 11:24:29.747609
328,2023-01-29 11:24:29.748877
326,2023-01-29 11:24:29.749556
326,2023-01-29 11:24:29.750521
329,2023-01-29 11:24:29.751025
329,2023-01-29 11:24:29.752286
326,2023-01-29 11:24:29.753107
326,2023-01-29 11:24:29.754193
329,2023-01-29 11:24:29.755142
330,2023-01-29 11:24:29.756467
329,2023-01-29 11:24:29.818048
331,2023-01-29 11:24:29.818638
332,2023-01-29 11:24:29.820121
330,2023-01-29 11:24:29.820841
327,2023-01-29 11:24:29.821656
328,2023-01-29 11:24:29.822544
329,2023-01-29 11:24:29.823744
325,2023-01-29 11:24:29.824730
322,2023-01-29 11:24:29.825528
324,2023-01-29 11:24:29.826398
326,2023-01-29 11:24:29.827255
325,2023-01-29 11:24:29.828292
324,2023-01-29 11:24:29.828850
327,2023-01-29 11:24:29.830626
330,2023-01-29 11:24:29.939941
330,2023-01-29 11:24:29.940716
332,2023-01-29 11:24:29.941210
335,2023-01-29 11:24:29.942399
335,2023-01-29 11:24:29.943401
334,2023-01-29 11:24:29.944370
339,2023-01-29 11:24:29.945071
344,2023-01-29 11:24:29.946110
347,2023-01-29 11:24:29.946908
348,2023-01-29 11:24:29.947784
351,2023-01-29 11:24:29.949119
356,2023-01-29 11:24:29.949712
355,2023-01-29 11:24:29.950479
354,2023-01-29 11:24:29.951429
358,2023-01-29 11:24:29.952211
362,2023-01-29 11:24:29.952762
359,2023-01-29 11:24:29.953458
356,2023-01-29 11:24:29.954202
358,2023-01-29 11:24:29.955368
359,2023-01-29 11:24:29.955950
355,2023-01-29 11:24:29.956916
353,2023-01-29 11:24:29.957601
355,2023-01-29 11:24:29.958775
356,2023-01-29 11:24:29.959368
354,2023-01-29 11:24:29.960073
354,2023-01-29 11:24:30.012574
356,2023-01-29 11:24:30.013304
353,2023-01-29 11:24:30.013846
349,2023-01-29 11:24:30.014428
350,2023-01-29 11:24:30.015178
354,2023-01-29 11:24:30.015969
355,2023-01-29 11:24:30.016642
354,2023-01-29 11:24:30.017475
355,2023-01-29 11:24:30.018519
356,2023-01-29 11:24:30.019301
352,2023-01-29 11:24:30.020004
349,2023-01-29 11:24:30.021660
351,2023-01-29 11:24:30.078357
354,2023-01-29 11:24:30.078908
354,2023-01-29 11:24:30.079676
353,2023-01-29 11:24:30.080815
356,2023-01-29 11:24:30.081746
356,2023-01-29 11:24:30.082795
353,2023-01-29 11:24:30.083570
352,2023-01-29 11:24:30.084420
354,2023-01-29 11:24:30.085172
355,2023-01-29 11:24:30.086219
353,2023-01-29 11:24:30.087239
354,2023-01-29 11:24:30.087880
355,2023-01-29 11:24:30.088756
353,2023-01-29 11:24:30.090380
348,2023-01-29 11:24:30.143053
350,2023-01-29 11:24:30.143917
354,2023-01-29 11:24:30.144500
354,2023-01-29 11:24:30.145238
352,2023-01-29 11:24:30.146826
353,2023-01-29 11:24:30.147805
357,2023-01-29 11:24:30.148493
358,2023-01-29 11:24:30.149095
353,2023-01-29 11:24:30.150344
354,2023-01-29 11:24:30.151140
357,2023-01-29 11:24:30.151689
355,2023-01-29 11:24:30.156107
351,2023-01-29 11:24:30.208035
353,2023-01-29 11:24:30.209081
357,2023-01-29 11:24:30.210181
355,2023-01-29 11:24:30.211193
351,2023-01-29 11:24:30.211789
352,2023-01-29 11:24:30.212826
352,2023-01-29 11:24:30.213729
350,2023-01-29 11:24:30.215022
351,2023-01-29 11:24:30.215811
354,2023-01-29 11:24:30.216382
354,2023-01-29 11:24:30.217366
350,2023-01-29 11:24:30.218167
349,2023-01-29 11:24:30.221667
353,2023-01-29 11:24:30.275657
354,2023-01-29 11:24:30.277244
351,2023-01-29 11:24:30.278208
350,2023-01-29 11:24:30.278967
353,2023-01-29 11:24:30.279806
353,2023-01-29 11:24:30.281950
351,2023-01-29 11:24:30.283106
351,2023-01-29 11:24:30.283929
353,2023-01-29 11:24:30.284865
352,2023-01-29 11:24:30.285616
349,2023-01-29 11:24:30.286393
353,2023-01-29 11:24:30.287322
354,2023-01-29 11:24:30.291891
353,2023-01-29 11:24:30.347595
351,2023-01-29 11:24:30.348472
354,2023-01-29 11:24:30.349309
359,2023-01-29 11:24:30.350273
359,2023-01-29 11:24:30.351135
359,2023-01-29 11:24:30.352280
372,2023-01-29 11:24:30.353450
381,2023-01-29 11:24:30.354223
376,2023-01-29 11:24:30.354969
369,2023-01-29 11:24:30.355485
369,2023-01-29 11:24:30.356963
366,2023-01-29 11:24:30.357706
358,2023-01-29 11:24:30.358451
352,2023-01-29 11:24:30.412138
351,2023-01-29 11:24:30.413654
348,2023-01-29 11:24:30.414474
345,2023-01-29 11:24:30.415229
348,2023-01-29 11:24:30.415739
351,2023-01-29 11:24:30.416847
348,2023-01-29 11:24:30.417649
345,2023-01-29 11:24:30.418257
347,2023-01-29 11:24:30.419421
349,2023-01-29 11:24:30.420253
345,2023-01-29 11:24:30.421123
342,2023-01-29 11:24:30.422028
348,2023-01-29 11:24:30.426528
361,2023-01-29 11:24:30.480582
343,2023-01-29 11:24:30.481258
311,2023-01-29 11:24:30.482149
334,2023-01-29 11:24:30.483408
468,2023-01-29 11:24:30.484114
535,2023-01-29 11:24:30.484780
451,2023-01-29 11:24:30.485957
357,2023-01-29 11:24:30.486690
277,2023-01-29 11:24:30.487384
228,2023-01-29 11:24:30.488401
253,2023-01-29 11:24:30.489511
304,2023-01-29 11:24:30.490182
312,2023-01-29 11:24:30.491754
298,2023-01-29 11:24:30.547217
309,2023-01-29 11:24:30.548920
326,2023-01-29 11:24:30.549968
329,2023-01-29 11:24:30.550840
326,2023-01-29 11:24:30.552284
327,2023-01-29 11:24:30.553081
329,2023-01-29 11:24:30.553987
330,2023-01-29 11:24:30.554716
331,2023-01-29 11:24:30.556070
333,2023-01-29 11:24:30.557059
335,2023-01-29 11:24:30.558292
336,2023-01-29 11:24:30.559075
337,2023-01-29 11:24:30.613427
340,2023-01-29 11:24:30.614090
342,2023-01-29 11:24:30.615115
339,2023-01-29 11:24:30.615702
339,2023-01-29 11:24:30.616870
343,2023-01-29 11:24:30.617874
342,2023-01-29 11:24:30.619320
340,2023-01-29 11:24:30.667699
341,2023-01-29 11:24:30.668148
344,2023-01-29 11:24:30.669
343,2023-01-29 11:24:30.669663
338,2023-01-29 11:24:30.670407
339,2023-01-29 11:24:30.670819
341,2023-01-29 11:24:30.671235
340,2023-01-29 11:24:30.671992
337,2023-01-29 11:24:30.672815
337,2023-01-29 11:24:30.673275
338,2023-01-29 11:24:30.673838
336,2023-01-29 11:24:30.674451
335,2023-01-29 11:24:30.674752
339,2023-01-29 11:24:30.675222
341,2023-01-29 11:24:30.675785
338,2023-01-29 11:24:30.676444
337,2023-01-29 11:24:30.741145
341,2023-01-29 11:24:30.742464
345,2023-01-29 11:24:30.743002
344,2023-01-29 11:24:30.744186
343,2023-01-29 11:24:30.745278
346,2023-01-29 11:24:30.746185
349,2023-01-29 11:24:30.746934
351,2023-01-29 11:24:30.747507
353,2023-01-29 11:24:30.747934
356,2023-01-29 11:24:30.748666
357,2023-01-29 11:24:30.749601
356,2023-01-29 11:24:30.750325
356,2023-01-29 11:24:30.750965
358,2023-01-29 11:24:30.751671
359,2023-01-29 11:24:30.803132
360,2023-01-29 11:24:30.803837
361,2023-01-29 11:24:30.804415
363,2023-01-29 11:24:30.805122
361,2023-01-29 11:24:30.805912
358,2023-01-29 11:24:30.806791
357,2023-01-29 11:24:30.807563
357,2023-01-29 11:24:30.808468
352,2023-01-29 11:24:30.809105
352,2023-01-29 11:24:30.809707
358,2023-01-29 11:24:30.810515
358,2023-01-29 11:24:30.811708
355,2023-01-29 11:24:30.863250
354,2023-01-29 11:24:30.864454
357,2023-01-29 11:24:30.864983
358,2023-01-29 11:24:30.866291
355,2023-01-29 11:24:30.866977
355,2023-01-29 11:24:30.867840
359,2023-01-29 11:24:30.868926
360,2023-01-29 11:24:30.869420
358,2023-01-29 11:24:30.870160
358,2023-01-29 11:24:30.870664
361,2023-01-29 11:24:30.871866
362,2023-01-29 11:24:30.872734
360,2023-01-29 11:24:30.876981
360,2023-01-29 11:24:30.929109
363,2023-01-29 11:24:30.930176
361,2023-01-29 11:24:30.930859
359,2023-01-29 11:24:30.931926
361,2023-01-29 11:24:30.932874
364,2023-01-29 11:24:30.934022
361,2023-01-29 11:24:30.934841
357,2023-01-29 11:24:30.935617
359,2023-01-29 11:24:30.936592
363,2023-01-29 11:24:30.937553
364,2023-01-29 11:24:30.938215
363,2023-01-29 11:24:30.939073
362,2023-01-29 11:24:30.946688
360,2023-01-29 11:24:30.998335
359,2023-01-29 11:24:30.999259
361,2023-01-29 11:24:31.000075
366,2023-01-29 11:24:31.001021
367,2023-01-29 11:24:31.001882
365,2023-01-29 11:24:31.002578
363,2023-01-29 11:24:31.004290
363,2023-01-29 11:24:31.004991
361,2023-01-29 11:24:31.005703
361,2023-01-29 11:24:31.006480
368,2023-01-29 11:24:31.007668
371,2023-01-29 11:24:31.008407
367,2023-01-29 11:24:31.012354
361,2023-01-29 11:24:31.070180
363,2023-01-29 11:24:31.071045
367,2023-01-29 11:24:31.071787
367,2023-01-29 11:24:31.072599
365,2023-01-29 11:24:31.073980
366,2023-01-29 11:24:31.074787
366,2023-01-29 11:24:31.075488
365,2023-01-29 11:24:31.076062
365,2023-01-29 11:24:31.077757
367,2023-01-29 11:24:31.078478
366,2023-01-29 11:24:31.079454
364,2023-01-29 11:24:31.080390
365,2023-01-29 11:24:31.081757
365,2023-01-29 11:24:31.135412
364,2023-01-29 11:24:31.136437
363,2023-01-29 11:24:31.137542
367,2023-01-29 11:24:31.138662
372,2023-01-29 11:24:31.139367
371,2023-01-29 11:24:31.139992
369,2023-01-29 11:24:31.140943
370,2023-01-29 11:24:31.141732
373,2023-01-29 11:24:31.142611
381,2023-01-29 11:24:31.143574
391,2023-01-29 11:24:31.144727
393,2023-01-29 11:24:31.145533
386,2023-01-29 11:24:31.147479
378,2023-01-29 11:24:31.216612
377,2023-01-29 11:24:31.217745
380,2023-01-29 11:24:31.218477
377,2023-01-29 11:24:31.219108
366,2023-01-29 11:24:31.220223
360,2023-01-29 11:24:31.221083
359,2023-01-29 11:24:31.221716
360,2023-01-29 11:24:31.222502
360,2023-01-29 11:24:31.223909
359,2023-01-29 11:24:31.224939
360,2023-01-29 11:24:31.225605
361,2023-01-29 11:24:31.226658
358,2023-01-29 11:24:31.227703
359,2023-01-29 11:24:31.228613
361,2023-01-29 11:24:31.229231
362,2023-01-29 11:24:31.289817
367,2023-01-29 11:24:31.290960
369,2023-01-29 11:24:31.291845
339,2023-01-29 11:24:31.292857
320,2023-01-29 11:24:31.294407
389,2023-01-29 11:24:31.297076
547,2023-01-29 11:24:31.297763
563,2023-01-29 11:24:31.298760
451,2023-01-29 11:24:31.299886
337,2023-01-29 11:24:31.300668
255,2023-01-29 11:24:31.301168
232,2023-01-29 11:24:31.302785
276,2023-01-29 11:24:31.303544
315,2023-01-29 11:24:31.304608
316,2023-01-29 11:24:31.305595
311,2023-01-29 11:24:31.361925
324,2023-01-29 11:24:31.362935
338,2023-01-29 11:24:31.363904
341,2023-01-29 11:24:31.364860
337,2023-01-29 11:24:31.366274
334,2023-01-29 11:24:31.367065
337,2023-01-29 11:24:31.368076
343,2023-01-29 11:24:31.369078
346,2023-01-29 11:24:31.369973
347,2023-01-29 11:24:31.370966
348,2023-01-29 11:24:31.371852
348,2023-01-29 11:24:31.373469
345,2023-01-29 11:24:31.374238
345,2023-01-29 11:24:31.461754
349,2023-01-29 11:24:31.462756
353,2023-01-29 11:24:31.463808
347,2023-01-29 11:24:31.464462
344,2023-01-29 11:24:31.465038
347,2023-01-29 11:24:31.466019
352,2023-01-29 11:24:31.467156
352,2023-01-29 11:24:31.467615
349,2023-01-29 11:24:31.468307
351,2023-01-29 11:24:31.469023
350,2023-01-29 11:24:31.469944
346,2023-01-29 11:24:31.470702
345,2023-01-29 11:24:31.471428
348,2023-01-29 11:24:31.472163
349,2023-01-29 11:24:31.472720
346,2023-01-29 11:24:31.473342
345,2023-01-29 11:24:31.474392
348,2023-01-29 11:24:31.475495
349,2023-01-29 11:24:31.476123
346,2023-01-29 11:24:31.476583
345,2023-01-29 11:24:31.533185
347,2023-01-29 11:24:31.534102
349,2023-01-29 11:24:31.535119
349,2023-01-29 11:24:31.535364
350,2023-01-29 11:24:31.536004
350,2023-01-29 11:24:31.537089
349,2023-01-29 11:24:31.537859
351,2023-01-29 11:24:31.538552
355,2023-01-29 11:24:31.539283
360,2023-01-29 11:24:31.540031
362,2023-01-29 11:24:31.540788
365,2023-01-29 11:24:31.541735
367,2023-01-29 11:24:31.544896
365,2023-01-29 11:24:31.548893
364,2023-01-29 11:24:31.604273
367,2023-01-29 11:24:31.606182
371,2023-01-29 11:24:31.607130
368,2023-01-29 11:24:31.608097
363,2023-01-29 11:24:31.608735
366,2023-01-29 11:24:31.610303
369,2023-01-29 11:24:31.611280
369,2023-01-29 11:24:31.612328
362,2023-01-29 11:24:31.613249
358,2023-01-29 11:24:31.614600
362,2023-01-29 11:24:31.616154
364,2023-01-29 11:24:31.617041
362,2023-01-29 11:24:31.618607
361,2023-01-29 11:24:31.684349
360,2023-01-29 11:24:31.685084
356,2023-01-29 11:24:31.685734
356,2023-01-29 11:24:31.686780
361,2023-01-29 11:24:31.687736
363,2023-01-29 11:24:31.688392
360,2023-01-29 11:24:31.689076
357,2023-01-29 11:24:31.690111
361,2023-01-29 11:24:31.690737
364,2023-01-29 11:24:31.691608
363,2023-01-29 11:24:31.692811
362,2023-01-29 11:24:31.693440
364,2023-01-29 11:24:31.694125
362,2023-01-29 11:24:31.694645
360,2023-01-29 11:24:31.695972
363,2023-01-29 11:24:31.700444
367,2023-01-29 11:24:31.752659
365,2023-01-29 11:24:31.753701
359,2023-01-29 11:24:31.754678
360,2023-01-29 11:24:31.755279
364,2023-01-29 11:24:31.756001
363,2023-01-29 11:24:31.757177
361,2023-01-29 11:24:31.758109
360,2023-01-29 11:24:31.758691
360,2023-01-29 11:24:31.759385
359,2023-01-29 11:24:31.760780
358,2023-01-29 11:24:31.761729
360,2023-01-29 11:24:31.762689
361,2023-01-29 11:24:31.765794
356,2023-01-29 11:24:31.818886
352,2023-01-29 11:24:31.819894
358,2023-01-29 11:24:31.820619
362,2023-01-29 11:24:31.821497
358,2023-01-29 11:24:31.822870
352,2023-01-29 11:24:31.823858
354,2023-01-29 11:24:31.824840
358,2023-01-29 11:24:31.826318
357,2023-01-29 11:24:31.827613
356,2023-01-29 11:24:31.828730
358,2023-01-29 11:24:31.829773
357,2023-01-29 11:24:31.831633
351,2023-01-29 11:24:31.835656
353,2023-01-29 11:24:31.889420
359,2023-01-29 11:24:31.890204
361,2023-01-29 11:24:31.891329
358,2023-01-29 11:24:31.892853
358,2023-01-29 11:24:31.893796
360,2023-01-29 11:24:31.895117
362,2023-01-29 11:24:31.895967
361,2023-01-29 11:24:31.896992
361,2023-01-29 11:24:31.897914
363,2023-01-29 11:24:31.898894
362,2023-01-29 11:24:31.899553
365,2023-01-29 11:24:31.900378
375,2023-01-29 11:24:31.901205
380,2023-01-29 11:24:31.958497
374,2023-01-29 11:24:31.959508
365,2023-01-29 11:24:31.960102
365,2023-01-29 11:24:31.961864
366,2023-01-29 11:24:31.962775
360,2023-01-29 11:24:31.963677
350,2023-01-29 11:24:31.964800
346,2023-01-29 11:24:31.966341
344,2023-01-29 11:24:31.967239
342,2023-01-29 11:24:31.968156
343,2023-01-29 11:24:31.968833
345,2023-01-29 11:24:31.970346
343,2023-01-29 11:24:31.971397
338,2023-01-29 11:24:32.028954
337,2023-01-29 11:24:32.029964
341,2023-01-29 11:24:32.031560
343,2023-01-29 11:24:32.033255
340,2023-01-29 11:24:32.034387
343,2023-01-29 11:24:32.035954
353,2023-01-29 11:24:32.037239
331,2023-01-29 11:24:32.038280
298,2023-01-29 11:24:32.039064
332,2023-01-29 11:24:32.040323
493,2023-01-29 11:24:32.041624
580,2023-01-29 11:24:32.042772
496,2023-01-29 11:24:32.043825
371,2023-01-29 11:24:32.101020
257,2023-01-29 11:24:32.101930
195,2023-01-29 11:24:32.102593
226,2023-01-29 11:24:32.103820
280,2023-01-29 11:24:32.104983
289,2023-01-29 11:24:32.105860
276,2023-01-29 11:24:32.106543
287,2023-01-29 11:24:32.107847
306,2023-01-29 11:24:32.108576
309,2023-01-29 11:24:32.109586
302,2023-01-29 11:24:32.110436
302,2023-01-29 11:24:32.111309
309,2023-01-29 11:24:32.111984
311,2023-01-29 11:24:32.112614
306,2023-01-29 11:24:32.215017
309,2023-01-29 11:24:32.216234
314,2023-01-29 11:24:32.216969
315,2023-01-29 11:24:32.217865
314,2023-01-29 11:24:32.219140
314,2023-01-29 11:24:32.220034
314,2023-01-29 11:24:32.220730
311,2023-01-29 11:24:32.221509
309,2023-01-29 11:24:32.223172
313,2023-01-29 11:24:32.223849
316,2023-01-29 11:24:32.224517
314,2023-01-29 11:24:32.225757
312,2023-01-29 11:24:32.226612
314,2023-01-29 11:24:32.227245
314,2023-01-29 11:24:32.227803
309,2023-01-29 11:24:32.228905
306,2023-01-29 11:24:32.229573
311,2023-01-29 11:24:32.230275
312,2023-01-29 11:24:32.230930
307,2023-01-29 11:24:32.232192
303,2023-01-29 11:24:32.232843
304,2023-01-29 11:24:32.233600
305,2023-01-29 11:24:32.234560
302,2023-01-29 11:24:32.286922
303,2023-01-29 11:24:32.287819
306,2023-01-29 11:24:32.288548
305,2023-01-29 11:24:32.289827
305,2023-01-29 11:24:32.290452
308,2023-01-29 11:24:32.291109
310,2023-01-29 11:24:32.291794
308,2023-01-29 11:24:32.292924
309,2023-01-29 11:24:32.293914
316,2023-01-29 11:24:32.294372
321,2023-01-29 11:24:32.295105
322,2023-01-29 11:24:32.296196
323,2023-01-29 11:24:32.352273
328,2023-01-29 11:24:32.352914
330,2023-01-29 11:24:32.353985
327,2023-01-29 11:24:32.354722
329,2023-01-29 11:24:32.355504
336,2023-01-29 11:24:32.356309
337,2023-01-29 11:24:32.357348
332,2023-01-29 11:24:32.358114
332,2023-01-29 11:24:32.358598
335,2023-01-29 11:24:32.359476
335,2023-01-29 11:24:32.360593
330,2023-01-29 11:24:32.361274
328,2023-01-29 11:24:32.361950
331,2023-01-29 11:24:32.415534
329,2023-01-29 11:24:32.416329
325,2023-01-29 11:24:32.417168
328,2023-01-29 11:24:32.417692
331,2023-01-29 11:24:32.418487
328,2023-01-29 11:24:32.419606
323,2023-01-29 11:24:32.420193
323,2023-01-29 11:24:32.421072
325,2023-01-29 11:24:32.422232
324,2023-01-29 11:24:32.422800
325,2023-01-29 11:24:32.423607
327,2023-01-29 11:24:32.424304
329,2023-01-29 11:24:32.476148
327,2023-01-29 11:24:32.476706
326,2023-01-29 11:24:32.477514
331,2023-01-29 11:24:32.478750
333,2023-01-29 11:24:32.479518
329,2023-01-29 11:24:32.479996
327,2023-01-29 11:24:32.480695
329,2023-01-29 11:24:32.481929
330,2023-01-29 11:24:32.482461
328,2023-01-29 11:24:32.483223
330,2023-01-29 11:24:32.483841
334,2023-01-29 11:24:32.486723
334,2023-01-29 11:24:32.540738
330,2023-01-29 11:24:32.541269
328,2023-01-29 11:24:32.542178
328,2023-01-29 11:24:32.543210
328,2023-01-29 11:24:32.543899
327,2023-01-29 11:24:32.544613
330,2023-01-29 11:24:32.545713
330,2023-01-29 11:24:32.546299
327,2023-01-29 11:24:32.547082
326,2023-01-29 11:24:32.547817
329,2023-01-29 11:24:32.549129
331,2023-01-29 11:24:32.549862
329,2023-01-29 11:24:32.552069
327,2023-01-29 11:24:32.612318
329,2023-01-29 11:24:32.613046
329,2023-01-29 11:24:32.613955
325,2023-01-29 11:24:32.614898
324,2023-01-29 11:24:32.616334
327,2023-01-29 11:24:32.617185
328,2023-01-29 11:24:32.618275
325,2023-01-29 11:24:32.619132
324,2023-01-29 11:24:32.620412
328,2023-01-29 11:24:32.621923
327,2023-01-29 11:24:32.622847
323,2023-01-29 11:24:32.740468
323,2023-01-29 11:24:32.741961
327,2023-01-29 11:24:32.742291
325,2023-01-29 11:24:32.743262
